Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
4687,13-10-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,OFF-FA-10000053,10,10,7,3
4688,10-03-2023,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,TEC-PH-10001305,390,440,9,3
4689,10-07-2023,Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,OFF-BI-10001525,10,10,5,4
4690,23-07-2022,First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,FUR-FU-10001876,50,50,2,2
4691,07-09-2023,First Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10003628,60,70,3,3
4692,24-07-2023,First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10004860,210,240,3,2
4693,12-02-2023,First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10000357,180,220,5,3
4694,29-11-2023,First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10003270,10,10,2,4
4695,11-01-2023,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,OFF-BI-10000320,30,30,4,4
4696,27-03-2022,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,FUR-CH-10003846,260,300,3,5
4697,17-03-2022,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,FUR-CH-10004875,130,140,2,4
4698,03-04-2023,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,FUR-CH-10003817,520,550,9,4
4699,22-11-2023,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,FUR-FU-10002116,200,210,3,5
4700,29-11-2023,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Art,OFF-AR-10003481,10,10,2,5
4701,25-08-2023,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10004180,60,70,2,2
4702,19-11-2023,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10003657,10,10,2,3
4703,17-12-2023,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Furniture,Furnishings,FUR-FU-10001967,10,10,1,4
4704,03-04-2022,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10002082,10,10,2,5
4705,16-03-2022,First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Supplies,OFF-SU-10000381,60,70,7,5
4706,04-08-2023,First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Labels,OFF-LA-10002475,10,10,2,3
4707,05-05-2022,First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Furniture,Furnishings,FUR-FU-10003975,140,170,4,2
4708,03-01-2022,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003091,840,900,5,5
4709,27-09-2022,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10002974,120,130,3,3
4710,08-06-2023,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10000255,10,10,2,5
4711,10-02-2022,First Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10001284,60,60,3,3
4712,18-03-2022,Same Day,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10003529,0,0,1,4
4713,19-09-2023,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,OFF-PA-10000029,30,40,7,5
4714,10-10-2023,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,FUR-FU-10002116,50,60,2,2
4715,04-10-2023,First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,TEC-PH-10002200,280,340,2,3
4716,22-01-2023,Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,TEC-PH-10000441,190,200,2,4
4717,28-01-2022,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,FUR-TA-10002958,440,520,2,4
4718,07-06-2023,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,OFF-AR-10001662,10,10,3,2
4719,08-01-2022,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10004101,40,50,7,5
4720,24-12-2023,Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10002756,890,950,7,2
4721,12-12-2023,Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000483,60,60,2,2
4722,13-12-2022,Second Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,FUR-TA-10002041,220,270,3,5
4723,15-04-2023,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10001166,10,10,1,3
4724,17-03-2022,Same Day,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Labels,OFF-LA-10004345,10,10,3,5
4725,28-01-2023,Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Binders,OFF-BI-10002852,10,10,2,3
4726,08-06-2022,Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Appliances,OFF-AP-10001058,540,670,3,5
4727,13-09-2022,Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10003470,1050,1120,4,4
4728,18-04-2023,Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,FUR-BO-10003159,220,280,3,3
4729,11-02-2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10003684,100,120,7,3
4730,07-06-2023,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,TEC-AC-10000487,20,20,3,3
4731,19-04-2023,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10001736,180,210,6,2
4732,17-01-2022,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10001609,10,10,3,5
4733,23-01-2023,Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,TEC-AC-10003116,40,50,3,2
4734,24-02-2023,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,FUR-FU-10004586,20,20,3,2
4735,26-11-2022,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10000454,570,660,3,3
4736,12-06-2023,Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,OFF-BI-10004970,10,10,2,3
4737,05-03-2023,Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,OFF-BI-10002824,20,30,2,5
4738,05-12-2023,Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Technology,Accessories,TEC-AC-10003657,60,70,2,5
4739,23-09-2023,Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels,OFF-LA-10003510,50,60,2,3
4740,28-03-2022,Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,FUR-TA-10001676,30,40,1,4
4741,23-11-2022,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,OFF-LA-10004853,10,10,2,3
4742,02-06-2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10000315,10,10,3,5
4743,05-12-2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,OFF-SU-10000381,30,30,3,2
4744,20-03-2022,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Fasteners,OFF-FA-10002763,10,10,2,4
4745,28-12-2023,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,OFF-ST-10000877,190,220,4,5
4746,11-01-2022,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,OFF-BI-10001071,110,130,2,4
4747,26-05-2022,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,OFF-BI-10001097,20,20,3,4
4748,19-02-2023,Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,OFF-SU-10004782,30,30,3,3
4749,23-07-2023,Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10000672,30,40,3,5
4750,04-01-2022,First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002986,30,30,5,4
4751,19-06-2023,First Class,Corporate,United States,Spokane,Washington,99207,West,Technology,Machines,TEC-MA-10001972,720,840,3,5
4752,25-08-2022,Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Technology,Phones,TEC-PH-10000169,30,40,3,3
4753,14-02-2023,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Chairs,FUR-CH-10001482,190,210,2,5
4754,09-02-2023,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,TEC-AC-10002018,20,20,4,4
4755,22-12-2022,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,OFF-BI-10000301,0,0,2,2
4756,11-12-2022,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,OFF-PA-10004381,110,120,3,5
4757,15-04-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10004141,0,0,2,2
4758,02-02-2022,Standard Class,Home Office,United States,Danville,Illinois,61832,Central,Office Supplies,Binders,OFF-BI-10001575,40,40,7,3
4759,27-09-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10000984,620,780,4,2
4760,31-08-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000666,40,50,2,2
4761,02-05-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003712,10,10,2,4
4762,22-10-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,OFF-LA-10003720,10,10,2,3
4763,16-12-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,OFF-SU-10001664,10,10,2,5
4764,05-06-2023,Standard Class,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Envelopes,OFF-EN-10001453,150,180,3,2
4765,09-02-2022,First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10001860,20,30,4,5
4766,09-12-2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10001044,30,30,1,3
4767,07-03-2022,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,TEC-AC-10002473,100,110,5,3
4768,15-12-2023,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,TEC-PH-10001809,310,360,3,5
4769,22-09-2022,Same Day,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10004733,30,30,4,5
4770,18-02-2023,Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10003355,10,10,3,2
4771,07-12-2023,Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Supplies,OFF-SU-10001212,10,10,3,4
4772,03-11-2022,Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,TEC-PH-10000486,650,740,8,3
4773,14-07-2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10004909,10,10,1,3
4774,16-01-2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,OFF-LA-10001613,10,10,5,5
4775,05-04-2022,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10004447,180,220,2,4
4776,20-02-2023,Standard Class,Home Office,United States,Escondido,California,92025,West,Office Supplies,Art,OFF-AR-10000255,20,20,4,5
4777,03-05-2023,Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,OFF-LA-10004425,10,10,3,2
4778,18-10-2023,Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,OFF-SU-10001664,20,30,3,3
4779,10-11-2023,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,OFF-AP-10000696,80,100,7,3
4780,11-05-2022,First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs,FUR-CH-10002647,50,60,1,5
4781,25-02-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10002758,580,680,4,3
4782,09-04-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10000201,0,0,3,2
4783,24-06-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies,OFF-SU-10004115,40,40,7,5
4784,01-09-2023,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Paper,OFF-PA-10000806,240,280,5,3
4785,24-09-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10001473,10,10,5,3
4786,05-12-2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,FUR-BO-10003450,70,70,4,3
4787,08-04-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10001545,0,0,3,3
4788,15-03-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Technology,Accessories,TEC-AC-10004396,50,60,4,2
4789,26-01-2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,FUR-FU-10002456,40,50,9,4
4790,12-09-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,FUR-FU-10001473,40,50,5,4
4791,04-07-2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Tables,FUR-TA-10000849,330,360,5,5
4792,16-01-2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,OFF-PA-10001166,80,90,3,3
4793,03-11-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,OFF-PA-10003256,20,30,3,5
4794,04-04-2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10002870,20,20,4,3
4795,02-12-2023,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10001215,40,40,1,5
4796,06-09-2022,Standard Class,Consumer,United States,Marietta,Georgia,30062,South,Office Supplies,Binders,OFF-BI-10004187,10,10,3,2
4797,30-04-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10001718,50,60,3,2
4798,04-04-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10004983,20,30,6,3
4799,11-04-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10002396,30,30,3,4
4800,10-11-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10003988,40,40,5,3
4801,17-02-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10002467,0,0,2,3
4802,11-07-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10004002,10,10,2,3
4803,21-10-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10002309,10,10,8,3
4804,25-11-2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10003885,40,40,1,4
4805,21-12-2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10002501,70,90,9,3
4806,26-03-2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000176,40,40,2,4
4807,25-02-2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000327,30,40,10,4
4808,05-09-2023,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Storage,OFF-ST-10004634,30,30,3,5
4809,29-10-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003040,50,60,3,4
4810,17-09-2023,First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Paper,OFF-PA-10003228,180,200,4,4
4811,09-06-2022,First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Technology,Phones,TEC-PH-10004345,200,240,2,2
4812,25-04-2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10000785,360,380,3,3
4813,27-06-2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,TEC-CO-10004115,1080,1200,4,2
4814,04-05-2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10002813,50,50,3,5
4815,01-03-2023,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10002751,20,20,3,3
4816,30-01-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10004569,20,20,3,2
4817,02-10-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002998,20,30,2,3
4818,06-05-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10003287,70,80,2,2
4819,23-08-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10001370,200,230,4,5
4820,29-12-2023,Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Binders,OFF-BI-10004040,10,10,2,3
4821,09-03-2023,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,OFF-AP-10002651,380,460,8,3
4822,06-06-2022,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,TEC-AC-10002402,340,380,6,3
4823,23-11-2023,Same Day,Home Office,United States,Yuma,Arizona,85364,West,Office Supplies,Binders,OFF-BI-10001658,30,40,6,3
4824,11-07-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,TEC-MA-10000752,30,30,7,5
4825,16-08-2023,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10003817,120,130,3,5
4826,05-01-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10001876,70,80,3,3
4827,02-05-2023,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10003460,10,10,4,2
4828,06-02-2023,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,OFF-ST-10000464,70,70,2,3
4829,26-08-2022,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,OFF-AR-10001919,10,10,3,2
4830,11-07-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10002393,10,10,3,4
4831,11-07-2023,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Appliances,OFF-AP-10001293,210,250,6,3
4832,02-04-2023,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,OFF-ST-10004258,40,40,3,4
4833,27-05-2022,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,OFF-ST-10002214,20,20,2,2
4834,02-10-2022,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders,OFF-BI-10004970,10,10,3,5
4835,19-07-2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10002571,30,40,5,2
4836,01-05-2023,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10002581,50,60,2,3
4837,28-12-2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001097,20,20,4,5
4838,18-10-2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,OFF-BI-10003429,0,0,2,2
4839,10-04-2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,OFF-PA-10000682,30,30,6,2
4840,30-08-2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones,TEC-PH-10001700,140,160,4,5
4841,15-04-2023,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10000629,30,30,2,2
4842,27-02-2023,Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Binders,OFF-BI-10001267,10,10,3,2
4843,23-09-2023,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10001418,200,240,5,5
4844,03-01-2023,First Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,OFF-FA-10004968,10,10,4,5
4845,08-05-2022,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10004140,10,10,2,4
4846,09-03-2022,Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10003460,10,10,3,5
4847,22-01-2023,Second Class,Corporate,United States,Salem,Oregon,97301,West,Technology,Phones,TEC-PH-10002115,220,260,5,4
4848,18-10-2022,Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10003478,70,70,11,3
4849,30-11-2023,Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10000475,10,10,1,5
4850,10-10-2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,OFF-AR-10003045,10,10,2,3
4851,01-01-2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Furniture,Chairs,FUR-CH-10000454,860,980,5,2
4852,03-01-2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,OFF-AR-10000380,270,300,8,2
4853,03-09-2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Storage,OFF-ST-10000736,470,490,6,4
4854,14-06-2022,Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,FUR-FU-10004270,10,10,3,4
4855,08-07-2023,Second Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,OFF-ST-10000617,10,10,3,5
4856,10-11-2022,Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,FUR-FU-10001706,10,10,3,2
4857,10-03-2023,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10003364,60,70,3,4
4858,03-04-2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10001861,60,80,4,3
4859,26-05-2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10004845,390,460,9,4
4860,13-03-2022,Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,OFF-AR-10000823,10,10,7,4
4861,09-02-2023,Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders,OFF-BI-10001359,1490,1790,2,5
4862,15-07-2023,Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,TEC-PH-10001835,670,760,6,2
4863,20-09-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10001191,20,20,1,5
4864,28-12-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10003982,40,50,3,3
4865,04-09-2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001425,190,240,3,2
4866,28-09-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10001215,2260,2400,6,4
4867,07-07-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001718,500,560,11,3
4868,12-11-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10000991,310,340,3,5
4869,23-12-2023,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10001613,10,10,3,4
4870,27-09-2022,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,TEC-PH-10003437,80,90,2,5
4871,09-06-2023,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Paper,OFF-PA-10000675,220,230,7,5
4872,17-01-2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,OFF-FA-10000840,0,0,2,3
4873,06-12-2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10001947,20,20,5,5
4874,06-06-2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10002301,50,50,3,4
4875,19-02-2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10001922,0,0,1,4
4876,05-02-2022,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,TEC-AC-10001267,110,120,5,3
4877,10-12-2022,Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Storage,OFF-ST-10000532,60,60,2,2
4878,23-06-2023,Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Art,OFF-AR-10002335,10,10,3,5
4879,23-09-2022,First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders,OFF-BI-10000201,0,0,3,4
4880,20-04-2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10004846,10,10,2,2
4881,24-06-2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,FUR-CH-10000454,850,980,4,5
4882,28-10-2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,TEC-AC-10004145,1870,2250,9,5
4883,16-08-2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,OFF-ST-10001580,50,60,4,2
4884,25-09-2022,Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,OFF-BI-10003876,140,170,5,4
4885,02-08-2022,Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,OFF-AR-10001972,0,0,2,2
4886,26-03-2023,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10000595,100,110,5,5
4887,23-02-2022,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs,FUR-CH-10004477,160,180,3,4
4888,13-03-2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Technology,Accessories,TEC-AC-10003441,90,100,6,4
4889,31-01-2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,OFF-ST-10004459,990,1130,3,4
4890,17-03-2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,OFF-ST-10003805,1070,1260,6,2
